Gene,log2FoldChange,pvalue,padj
Ccdc110,0.535417148,0.206308611,0.313078848
Prokr1,0.535354721,0.047284694,0.090486479
Trmt10a,0.535286583,5.49E-07,2.23E-06
Cyp26c1,0.535143499,0.182074267,0.282582667
Olfr456,0.53482722,0.140927676,0.228943577
Med6,0.534632488,1.53E-10,8.47E-10
Dnajb11,0.534456151,1.93E-41,3.90E-40
Cse1l,0.534267618,9.80E-25,1.15E-23
Ppm1j,0.534250861,0.031565408,0.063443769
Gm46664,0.534249478,0.225461105,0.336553159
Rps23,0.534137464,0.227740067,0.339194013
Wif1,0.53384607,0.095219901,0.164175477
Gm31683,0.533776838,0.229712946,0.341653446
Dnah7c,0.533652164,0.231049438,0.343294843
Amhr2,0.533588768,0.227955844,0.339457326
Gm20472,0.533316289,0.168066913,0.264790631
LOC115490074,0.533298819,0.230143209,0.342211863
Qsox2,0.533291237,3.44E-19,3.15E-18
Ncln,0.533104706,3.36E-29,4.59E-28
Wrap53,0.532953816,1.02E-06,4.06E-06
Tmem221,0.532818677,0.205955809,0.312618452
6720468P15Rik,0.53277372,0.231774742,0.344292306
Ccdc138,0.532668684,0.02554534,0.052494419
Gm46818,0.532543855,0.225612843,0.336723322
Snai3,0.532358927,0.20744174,0.314526883
Gm15499,0.532289025,0.161740917,0.256629455
Nop56,0.532204854,3.49E-20,3.33E-19
Hras,0.532193615,5.24E-16,4.08E-15
Gpr3,0.532071241,0.230652208,0.342836371
Gm16083,0.532011101,0.226073245,0.33725365
Wdpcp,0.531840172,4.22E-05,0.000139426
Ccnc,0.531513563,3.52E-11,2.04E-10
Rad9a,0.531273898,3.06E-10,1.66E-09
Akr1b10,0.530927212,1.39E-07,6.04E-07
Lpcat1,0.530817807,3.21E-12,2.01E-11
Gm12216,0.530564134,0.208898701,0.316312609
Fabp5,0.530551294,5.12E-08,2.31E-07
Gm33712,0.530522474,0.231936928,0.344453524
Heatr1,0.530474123,3.79E-15,2.82E-14
Kynu,0.530404397,0.170042689,0.267465874
Spock2,0.530334237,0.001555761,0.00406435
Lrrn4cl,0.530249038,0.000653969,0.001819531
Them7,0.530170721,0.108748833,
Gm8062,0.530170721,0.108748833,
Aqp11,0.530111284,0.128616446,0.212164808
Errfi1,0.529692081,5.00E-11,2.87E-10
Gm9836,0.52955896,0.234262381,0.347264408
Trpm5,0.529369627,0.202895422,0.308678642
Prkar2a,0.529216862,1.60E-20,1.54E-19
Arnt2,0.528420437,4.54E-16,3.54E-15
A230072E10Rik,0.528322137,0.200217908,0.305364821
Gm32085,0.528318749,0.231902954,0.344429628
Nr2f1,0.528229477,0.000264175,0.000781529
Slc6a3,0.528121297,0.148782717,0.239642581
Gm13283,0.527583179,0.196848302,0.301263625
Pcolce2,0.527548846,0.004794814,0.011482632
Gm52742,0.527513936,0.109825751,
Myh4,0.527513936,0.109825751,
Krt9,0.527513936,0.109825751,
Ldoc1,0.527513936,0.109825751,
Kpna3,0.527452534,3.68E-24,4.20E-23
Bcl2,0.527365016,4.72E-06,1.75E-05
2610316D01Rik,0.52723685,0.234784245,0.347957659
Pde4c,0.527076218,0.202982793,0.308762784
Bhlhe23,0.526573881,0.110234195,
4930461G14Rik,0.526573881,0.110234195,
Mast2,0.526515796,5.09E-27,6.47E-26
Nxf7,0.52648267,0.180258768,0.280171384
3110082I17Rik,0.526478254,2.53E-05,8.59E-05
Trim11,0.526402085,4.84E-18,4.18E-17
Shisa2,0.526356949,0.001883795,0.004845733
Thap2,0.526187071,1.80E-10,9.90E-10
Hpdl,0.525897712,0.208364308,0.315726846
Trp53tg5,0.525710807,0.238156051,0.352060745
Gpc1,0.525684308,2.16E-25,2.60E-24
Sncg,0.52549842,7.85E-07,3.15E-06
Nccrp1,0.525455494,0.110791145,
2810029C07Rik,0.525419684,0.070296627,0.126860386
Gm30873,0.525369636,0.159059113,0.253250617
Ostm1,0.525034929,1.76E-20,1.69E-19
Vsx2,0.525012289,0.109936532,
Xpo4,0.524880565,2.87E-10,1.55E-09
Gm32194,0.524865202,0.109964134,0.185609049
Lbhd1,0.524816977,0.1099856,0.185629014
Gm15104,0.524744089,0.111032353,
LOC118567864,0.524730513,0.238281479,0.352111027
Cdkn1a,0.524536573,9.05E-57,2.63E-55
Abi2,0.524474135,2.08E-05,7.15E-05
Ccdc191,0.524431617,4.92E-05,0.000161102
Prpf40a,0.524195398,4.77E-23,5.20E-22
Gm40206,0.524131992,0.198755608,0.303483251
Pld6,0.523915968,0.23935274,0.353341593
Crb2,0.523837292,0.152950195,0.245293489
Edc4,0.523761832,1.05E-21,1.08E-20
Gm52565,0.523700623,0.218185281,0.327669239
Gm38787,0.523630536,0.095403127,0.164447224
Med19,0.523238743,4.48E-08,2.03E-07
Frmd8,0.523025602,1.44E-20,1.40E-19
Gm31522,0.522911253,0.235724637,0.349029044
A930024E05Rik,0.522806709,0.081488522,0.143888094
Sycp2,0.522798467,0.235099721,0.348264405
Pop7,0.522487984,8.87E-06,3.18E-05
Agap1,0.52242811,1.58E-18,1.40E-17
Acsm1,0.52240477,0.112060305,
Gm31281,0.52240477,0.112060305,
Dhdh,0.522349813,0.116601389,0.195237885
Hk1os,0.52226221,0.14231268,0.230765336
Cenpq,0.522250741,2.55E-05,8.68E-05
2610020C07Rik,0.522186561,0.198419039,0.303089489
Csrp3,0.522139855,0.173613967,0.27201476
Elmo3,0.522017578,0.017212613,0.036853552
Grap2,0.521901857,0.112282681,
Gm46560,0.52175561,0.152162623,0.244310126
Pafah1b3,0.521658751,2.63E-07,1.11E-06
Rfc1,0.521634964,1.09E-22,1.17E-21
Magt1,0.521599029,1.13E-37,2.03E-36
Stk31,0.521306544,0.179869686,0.279634347
Ttf1,0.521138942,8.20E-11,4.64E-10
Zfand4,0.521076678,0.019036865,0.040311268
Enpp6,0.521066706,0.236686688,0.350103604
Gm31364,0.521021937,0.235381176,0.348627707
Mir12181,0.520783719,0.146812328,0.236938104
Dcbld2,0.520687516,4.88E-25,5.79E-24
Tex52,0.520551915,0.111861496,
Plxnc1,0.520506853,4.15E-11,2.39E-10
Gm16252,0.520502507,0.112902352,
Plpp4,0.519877476,0.112196083,
Gm41664,0.519877476,0.112196083,
Gm51487,0.519782944,0.243331113,0.358061882
Arhgap8,0.51951082,0.146832975,0.236938104
4921507G05Rik,0.519327478,0.239018181,0.352955923
Slc22a23,0.519229313,2.12E-05,7.29E-05
Gm1995,0.519067181,0.112398392,0.189070329
Trmt44,0.51890039,5.60E-05,0.000181774
Ipmk,0.518763915,3.85E-08,1.75E-07
Gm32733,0.518681986,0.147671464,0.238091648
2900093K20Rik,0.517986944,0.149627971,0.240822755
Ankrd65,0.51793096,0.224325117,0.335271897
Gm43868,0.517893457,0.158997727,0.253177793
Vxn,0.517765151,0.232363851,0.345034342
Tmx2,0.51757871,3.03E-08,1.39E-07
Rtkn2,0.517503012,0.065272303,0.119256169
Dnajc15,0.517485246,6.72E-07,2.72E-06
4930402H24Rik,0.517308694,6.64E-23,7.17E-22
Abcg2,0.517250775,1.81E-15,1.37E-14
Gm11201,0.517026939,0.205028756,0.31148133
Ubb-ps,0.516691405,0.239452539,0.353407651
Med4,0.516370692,2.43E-08,1.12E-07
Enpp3,0.516252604,0.005797764,0.013655269
Urb2,0.516207129,5.64E-12,3.48E-11
Gm32267,0.516117186,0.154657993,0.24758503
LOC118567643,0.516060734,0.235547297,0.348796444
Emx2os,0.516050853,0.047959384,0.091577413
Dnaaf3,0.515935998,0.006988257,0.016211377
Epha4,0.515727923,1.54E-13,1.04E-12
Gm41125,0.515085071,0.150206184,0.241551512
Tma16,0.515010185,0.003478387,0.00853923
Cenps,0.514895137,0.010620241,0.023797001
Mc2r,0.514355552,0.150650814,0.242165432
Astn2,0.514333812,0.000449302,0.001285369
3110067G11Rik,0.514186614,0.228553464,0.340215734
Ak2,0.514075711,1.71E-21,1.73E-20
Myrfl,0.514043065,0.155939066,0.249334203
Speer3,0.513890078,0.115609194,
Gstp3,0.513890078,0.115609194,
Gm40057,0.513782144,0.228648648,0.340331116
Cask,0.513601479,5.34E-26,6.54E-25
4930503B20Rik,0.513540914,0.241552397,0.355825119
Gm52631,0.513534257,0.173489273,0.271950805
Gfra3,0.513406502,0.217967196,0.32739278
Fam83f,0.513299291,0.248941507,0.364412367
Snhg15,0.513273055,1.24E-05,4.38E-05
Spcs2,0.512988567,4.76E-28,6.31E-27
Proser1,0.512958523,1.82E-09,9.26E-09
Myoz3,0.512621309,0.156130607,0.249557587
Serpina3h,0.512560152,9.06E-09,4.37E-08
Zap70,0.5125563,0.245062848,0.360059917
H2az1,0.512239886,0.004332591,0.010461555
Rab11fip4,0.511805817,0.054481684,0.102187647
Gm46796,0.511793381,0.156646484,0.250216027
Mtnr1a,0.511778571,0.25085326,0.366748876
Gm51536,0.511669028,0.248695796,0.36417089
LOC118568621,0.511668857,0.080925454,0.142985625
Ppa1,0.511592975,2.48E-14,1.76E-13
Plcl1,0.51157118,1.60E-07,6.91E-07
Tdrp,0.511385675,0.009407774,0.021255786
Lce1h,0.511249322,0.210594617,0.318279976
Slc35e1,0.510933112,2.96E-32,4.51E-31
LOC115488553,0.510866452,0.240751072,0.354889009
4930524J08Rik,0.510834926,0.178758377,0.278288545
Tanc2,0.510722349,7.77E-11,4.41E-10
Gm19589,0.510695962,0.11618024,
Grm2,0.510695962,0.11618024,
Txn1,0.510434889,2.24E-23,2.47E-22
Dsn1,0.510405886,2.05E-07,8.72E-07
D5Ertd605e,0.510321486,0.07267712,0.130531441
Scarb1,0.510217318,1.35E-12,8.63E-12
Fem1b,0.510214443,2.24E-22,2.36E-21
Gtf3c4,0.510166805,8.90E-21,8.70E-20
Tbc1d15,0.510142208,5.20E-19,4.73E-18
Dzip3,0.509810212,7.37E-13,4.81E-12
Gm29938,0.509764561,0.249360417,0.364926465
Gsto2,0.509708278,0.048744175,0.092790754
Ino80dos,0.509669922,0.154947379,0.247995644
Ccm2l,0.509619253,0.167300088,0.26387247
Dusp14,0.509172373,1.05E-07,4.59E-07
BC024978,0.509161383,4.91E-05,0.000160885
Fnbp4,0.50914679,3.39E-15,2.53E-14
Gm33190,0.509030987,0.239960453,0.353940289
Cplane2,0.508985369,0.146881325,0.236996267
Twist2,0.508972558,8.72E-08,3.85E-07
Gm34184,0.508971239,0.158411751,0.252428589
Artn,0.508941244,0.007294414,0.016870796
Traf5,0.508413502,3.10E-05,0.000104223
Tldc2,0.508362711,0.105641972,0.179382714
4933406I18Rik,0.508175772,0.117339566,
Ctc1,0.508040954,5.00E-17,4.13E-16
Reg3g,0.507745596,0.197226181,0.30174603
Krt17,0.507462314,0.164221741,0.259880568
LOC118568581,0.507451691,0.238845456,0.352727908
Plbd1,0.507204178,0.2235916,0.334406355
Rhbdd1,0.507197268,4.41E-22,4.59E-21
LOC118568764,0.506952711,0.216523483,0.325601942
Nrg4,0.506763347,0.232549458,0.345256707
Taf7,0.506617705,0.000556785,0.001564733
Tagap,0.506351025,0.037149587,0.073103464
Tm6sf2,0.506316575,0.227172569,0.338625193
Mtrex,0.506284485,9.99E-22,1.02E-20
Spaar,0.506271988,0.224326999,0.335271897
Slf2,0.506234348,1.24E-17,1.05E-16
3300005D01Rik,0.505990725,0.097716278,0.167998376
Trabd,0.505831672,5.16E-15,3.80E-14
Gm52392,0.50574922,0.187182171,0.289135501
Bmncr,0.50504579,0.219448184,0.329160627
Nfxl1,0.504865503,7.10E-10,3.73E-09
Tlnrd1,0.504842629,4.89E-09,2.41E-08
S100a8,0.504813698,0.119795274,
Olig2,0.504813698,0.119795274,
